Genes	N_G005	N_G006	N_G010	N_G012	N_G014	N_G016	N_G022	N_G036	N_G038	N_G039	N_G043	N_G044	N_G046	N_G055	N_G059	N_G061	N_G064	N_G066	N_G076	N_G079	N_G080	N_G084	N_G085	N_G091	N_G102	N_G116	N_G117
MSRB3	-0.149169231	-0.320869231	-0.194869231	-0.208169231	-0.131269231	0.806830769	0.145430769	0.978530769	-0.245769231	0.313530769	0.012830769	0.609630769	0.498730769	0.629830769	0.147830769	0.444530769	0.627030769	-0.039569231	-0.109469231	1.507030769	-0.505369231	-0.010669231	-0.415269231	-0.388069231	0.763430769	0.169830769	-0.182869231
MST1	2.530727273	1.674427273	1.711327273	1.718527273	1.831927273	1.696427273	1.789527273	1.748927273	1.661027273	1.623527273	1.994527273	2.007027273	1.920427273	1.330127273	1.628127273	2.066327273	2.008927273	2.056927273	2.032727273	1.967527273	1.879527273	1.771127273	1.726727273	1.731227273	1.935227273	1.649727273	2.029527273
MST101	0.5092	0.9511	0.4524	0.1409	0.5619	0.1194	0.6726	0.6429	0.8109	0.4637	-0.1205	0.4479	0.3434	0.7386	0.0992	0.3583	0.6214	0.5437	0.694	0.1647	0.4868	0.6051	0.8231	0.3384	0.4674	0.1764	0.6107
MST150	-0.4677	0.8242	1.4213	1.306	1.45	0.5384	1.2866	0.8681	1.3537	1.2917	0.9758	1.6974	1.554	1.2228	1.6224	0.3348	0.2514	0.6716	1.1033	1.6052	0.5862	0.8488	-0.0912	1.1452	1.018	1.1756	0.4761
MST1R	0.6568	0.9195	0.8257	0.7818	0.8003	0.2913	0.561	1.0045	0.8275	0.7536	0.904	0.333	0.8949	0.4205	0.6386	1.0655	0.9177	0.7853	0.6569	0.6242	0.8099	0.7755	0.8408	0.2773	0.65	0.7123	0.6011
MSTO1	1.1263375	1.3354375	1.5233375	1.4241375	1.1658375	1.2710375	1.1696375	1.0009375	1.1902375	1.2474375	1.0351375	1.0630375	1.3186375	1.4566375	1.2717375	1.1761375	1.2358375	1.2796375	1.3842375	1.3405375	1.3636375	1.3075375	1.2455375	1.2163375	1.4748375	1.3423375	1.3606375
MSTP9	1.689766667	0.153166667	0.267566667	0.166466667	0.426866667	0.179466667	0.471066667	0.017666667	0.106666667	0.424866667	0.234966667	0.329366667	0.084166667	0.262466667	0.439366667	0.222666667	-0.039933333	0.223766667	0.094066667	0.771166667	0.345566667	0.432666667	0.031366667	0.283366667	0.290766667	0.126166667	0.408466667
MSX1	0.02115	0.23255	0.34905	0.06715	-0.17975	0.70725	0.12325	0.03805	0.24865	0.36415	0.34665	-0.18325	0.94145	0.84505	0.36895	0.01295	0.17585	0.12815	0.43775	0.08105	0.20305	0.22735	-0.09175	0.19685	0.19325	0.54275	0.29485
MSX2	0.420670588	0.487470588	0.621370588	0.503870588	0.840670588	1.150470588	0.763070588	0.411870588	0.562670588	0.661470588	0.927170588	0.539370588	0.368170588	0.291770588	0.724370588	0.599970588	0.577370588	0.595870588	0.557670588	0.500570588	0.507170588	0.851470588	0.344970588	0.559270588	0.580170588	0.622270588	0.635670588
MT1B	-1.6629	-0.2295	-0.7657	-0.9575	-1.202	-1.7101	-0.8652	-0.7106	-0.9433	-1.1039	-1.2576	-0.1351	-0.4732	-0.3196	-0.8782	-1.4539	-1.4209	-0.2083	-0.2711	-1.1488	-1.325	-0.1529	-1.6102	-0.6315	-1.0397	-0.4946	-0.897
MT1E	-2.22755	-1.13045	-1.77615	-1.89245	-2.17885	-2.06745	-2.10955	-2.18995	-2.22235	-2.37985	-2.12635	-2.04895	-0.88555	-0.86255	-1.70725	-2.39875	-2.40855	-0.85085	-1.68445	-2.20155	-2.42785	-1.22125	-2.33965	-1.75625	-1.72925	-1.49305	-1.88305
MT1G	-1.8491	-1.1236	-1.4869	-1.6433	-1.6193	-2.0929	-1.5064	-1.1453	-1.6519	-1.4029	-1.136	-1.056	-1.2709	-1.2234	-1.8542	-1.7723	-2.0447	-1.175	-1.1642	-1.7906	-1.9154	-1.2239	-1.9606	-1.3772	-1.7137	-1.4007	-1.5857
MT1H	-1.653766667	-0.534866667	-1.031266667	-1.224066667	-1.434966667	-1.705566667	-1.132266667	-0.925366667	-1.238866667	-1.393966667	-1.363866667	-0.513166667	-0.676166667	-0.651866667	-1.216266667	-1.547366667	-1.688566667	-0.508666667	-0.533466667	-1.371666667	-1.562566667	-0.517566667	-1.665666667	-0.885566667	-1.235066667	-0.745966667	-1.117566667
MT1JP	-2.191971429	-1.209371429	-1.481271429	-2.038471429	-1.834871429	-2.202671429	-1.749271429	-1.310071429	-2.132471429	-2.615671429	-2.162071429	-3.375971429	-1.202771429	-2.837171429	-2.316471429	-2.082071429	-2.035671429	-1.239571429	-1.285071429	-1.349971429	-1.991171429	-1.200171429	-2.210671429	-1.315471429	-1.612971429	-1.261271429	-1.291571429
MT1M	-3.0720375	-1.8418375	-2.2807375	-2.7174375	-2.6742375	-3.0556375	-2.5857375	-1.8623375	-3.0305375	-3.2992375	-2.7963375	-3.8516375	-1.8965375	-2.0176375	-2.7743375	-3.1136375	-3.0534375	-1.8102375	-1.7131375	-2.0946375	-2.8829375	-1.7970375	-3.2024375	-2.0110375	-2.4963375	-2.0701375	-2.2495375
MT1X	-1.058638462	-0.254138462	-0.660438462	-0.853338462	-0.890838462	-1.309738462	-0.662138462	-0.408138462	-0.891238462	-0.788938462	-0.646138462	-0.120038462	-0.371438462	-0.328838462	-0.836038462	-1.117638462	-1.350238462	-0.226838462	-0.287838462	-1.085038462	-1.134738462	-0.199438462	-1.284838462	-0.583138462	-0.894638462	-0.464038462	-0.801638462
MT2A	-2.152833333	-0.736633333	-1.262733333	-1.508633333	-1.732133333	-2.179733333	-1.354133333	-1.377333333	-1.446433333	-1.541233333	-1.710233333	-0.643533333	-1.116533333	-0.925733333	-1.427133333	-1.918433333	-1.991433333	-0.796933333	-0.778033333	-1.835833333	-1.763733333	-0.735533333	-2.017233333	-1.203533333	-1.482333333	-1.025833333	-1.418733333
MT3	-5.6549	-4.3123	-5.5891	-5.0629	-5.6599	-6.2166	-5.5512	-4.7324	-5.2615	-5.5647	-5.685	-4.075	-5.057	-5.9867	-5.199	-4.5945	-4.6564	-3.848	-4.1324	-4.8113	-4.6503	-4.1302	-5.487	-3.679	-4.0561	-4.8472	-3.9309
MT4	-0.471766667	-0.490366667	-0.463466667	-0.466566667	-0.224566667	-0.448366667	-0.459866667	-0.452066667	-0.481766667	-0.414066667	-0.432466667	-0.248366667	-0.479766667	-0.479566667	-0.473966667	-0.473266667	-0.500966667	-0.463566667	-0.480066667	-0.474266667	-0.352866667	-0.482766667	-0.470166667	-0.273066667	-0.489266667	-0.484066667	-0.466866667
MTA1	0.187623529	0.254823529	0.212623529	0.405523529	0.467223529	0.354623529	0.206323529	0.015423529	0.155223529	0.350723529	0.374423529	0.299623529	0.278523529	0.342923529	0.152823529	0.367923529	0.195323529	0.169523529	0.163923529	0.130123529	0.142023529	0.146323529	0.163823529	0.300023529	0.127323529	0.135623529	0.171423529
MTA2	0.4247	0.1367	0.4935	0.4958	0.4816	0.335	0.4359	0.2767	0.523	0.37	0.4091	0.4493	0.3921	0.5862	0.4091	0.598	0.4109	0.2547	0.2468	0.4113	0.2863	0.3553	0.4512	0.3093	0.3172	0.3614	0.3675
MTA3	0.20845	-0.03455	0.34535	-0.24175	0.12735	-0.04385	0.10685	0.47095	0.30255	-0.24505	0.06795	0.27725	-0.14685	-0.28695	-0.20915	0.30025	0.32385	0.23695	0.22955	0.12125	0.31895	0.00015	0.40375	0.09325	-0.15965	-0.31265	0.25365
MTAP	1.896328571	0.551828571	0.396828571	2.235728571	1.514528571	1.086128571	1.611728571	1.883628571	0.380128571	1.691128571	1.312828571	1.347428571	1.497928571	1.882528571	2.728028571	0.544928571	0.190528571	0.503828571	1.905328571	0.343128571	1.560228571	0.512028571	1.927528571	1.615228571	1.374628571	0.290428571	0.632328571
MTBP	2.2853	2.6587	2.6817	2.8852	3.0846	2.6948	3.0362	2.0634	2.2557	2.4547	3.5966	2.279	2.7117	3.0566	3.2149	2.3246	2.51	3.1918	3.2259	2.9958	2.3528	3.2306	2.574	2.4853	2.3306	2.5095	3.334
MTCH1	-0.51295	-0.50965	-0.53095	-0.62005	-0.75445	-0.77735	-0.64045	-0.86555	-0.38365	-0.60015	-0.83565	-0.70465	-0.66325	-0.40145	-0.43295	-0.71815	-0.71625	-0.61465	-0.54905	-0.66115	-0.79975	-0.78135	-0.46355	-0.79715	-0.67575	-0.45705	-0.76225
MTCH2	0.0326	0.1035	0.1644	0.0554	0.1317	-0.1998	0.1497	0.1362	0.0295	-0.0583	0.0411	0.217	-0.0483	0.2422	0.2279	0.3575	0.3804	0.0792	0.099	0.209	0.0164	0.1628	-0.0719	-0.0125	0.2023	0.1519	0.0946
MTCP1	0.8541875	1.0407875	1.1590875	1.4963875	1.0453875	1.3629875	1.0482875	0.7997875	1.2732875	1.0468875	0.8366875	1.2486875	1.3395875	1.2591875	1.4784875	1.0010875	0.9913875	0.8761875	1.0108875	1.2312875	1.0536875	0.9944875	1.0455875	1.0833875	0.9414875	1.2997875	1.1141875
MTDH	0.9423	0.8249	0.9452	0.9613	0.9228	0.7865	0.8913	0.6654	0.5293	0.9585	1.0148	0.5762	1.0499	0.9675	0.8001	0.8169	0.8955	0.8121	0.7994	1.1302	0.8062	0.8633	0.8011	0.6794	0.8183	1.0375	0.765
MTERF	1.3	1.0625	1.5334	0.9018	0.7752	0.9802	0.9528	1.4032	1.4267	0.9582	1.1463	1.1723	0.9575	0.9272	1.2974	0.6264	0.8293	0.6359	0.8938	0.9082	1.4441	1.0264	1.1233	0.9253	0.7095	1.1703	0.8505
MTERFD1	1.0508	0.998	0.921	0.9753	0.888	1.0493	0.9931	0.8077	0.8246	0.9715	1.0161	0.8401	1.1122	1.2463	0.88	0.9934	1.0792	0.8459	1.0311	0.6062	0.996	1.0933	0.931	0.948	0.8221	1.0845	1.0355
MTERFD2	-0.437911111	-0.561811111	-0.373911111	-0.518911111	-0.354611111	-0.223111111	-0.256711111	-0.384211111	-0.433511111	-0.490011111	-0.208311111	-0.470011111	-0.467411111	-0.200911111	-0.416511111	-0.298811111	-0.338111111	-0.347911111	-0.345611111	-0.568511111	-0.292911111	-0.374111111	-0.310711111	-0.390411111	-0.403911111	-0.650711111	-0.258611111
MTERFD3	-0.6181	-0.6684	-0.6993	-0.7394	-0.7863	-0.3741	-0.6468	-0.5593	-0.5212	-0.8266	-0.8978	-0.7401	-0.8284	-1.0108	-0.531	-0.7508	-0.6522	-0.6377	-0.6682	-0.6034	-0.6002	-0.5354	-0.6959	-0.6889	-0.6443	-0.8256	-0.666
MTF1	-0.5657	-0.5468	-0.8775	-0.624	-0.5408	-0.6724	-0.6627	-0.4647	-0.7253	-0.4585	-0.5279	-0.5811	-0.544	-0.5939	-0.5597	-0.8528	-0.6715	-0.7138	-0.562	-0.5764	-0.6637	-0.5337	-0.4944	-0.5663	-0.8225	-0.7504	-0.6372
MTF2	0.646125	0.455025	-0.342475	0.503125	0.568325	0.725025	0.404625	0.633925	0.475125	0.546025	0.674425	0.397425	0.105425	0.267225	0.459225	0.264325	0.190825	0.395225	0.342425	0.578125	0.399925	0.604525	0.673725	0.422725	0.247925	0.351125	0.536225
MTFMT	0.4297	0.1278	0.49	0.5923	0.3647	0.636	0.5196	0.7473	0.6747	0.5596	0.1223	0.4182	0.5831	0.4304	0.6989	0.2337	0.216	0.4309	0.8232	0.9737	0.7678	0.6308	0.1953	0.3462	0.7879	0.8321	0.5984
MTFR1	2.296261538	2.062961538	2.078461538	2.260061538	2.171961538	1.723361538	1.948561538	2.203561538	1.879761538	2.155861538	1.954961538	1.941361538	2.129161538	2.363661538	2.170161538	1.990961538	1.987161538	1.741761538	1.870061538	2.507361538	2.101061538	2.008161538	2.176961538	2.150361538	1.978561538	2.286561538	2.067361538
MTG1	1.2573125	1.1548125	1.0675125	1.1521125	1.1964125	1.1210125	1.0291125	1.0542125	1.0235125	0.9291125	1.1576125	1.1776125	0.8731125	1.2091125	1.1649125	1.3879125	1.4810125	0.6586125	1.1524125	1.3879125	1.3171125	0.9575125	1.0257125	1.2080125	1.2401125	0.9722125	1.0573125
MTHFD1	1.7693	1.896	1.839	1.8927	1.7212	1.5225	1.7413	1.4015	1.8793	1.7543	1.8019	1.8908	1.616	1.7904	1.7836	1.7556	1.8121	1.6768	1.7585	1.7059	1.4987	1.7277	1.8477	1.9158	1.5675	1.9025	1.7809
MTHFD1L	1.073536364	1.046436364	1.319536364	1.108636364	1.082236364	0.909736364	1.036736364	1.001836364	1.012636364	1.789336364	1.145336364	1.173736364	1.006636364	1.333336364	1.052936364	1.192436364	1.188836364	1.008636364	0.906736364	1.213936364	1.217836364	1.034036364	1.159536364	0.966736364	0.931236364	1.008936364	0.989936364
MTHFD2	3.25145	3.07915	3.28945	3.57415	3.05405	3.41495	3.19475	3.41245	3.19345	2.73015	3.39665	2.47665	3.46385	3.49945	3.29795	3.38705	3.54225	2.37385	3.41795	3.62215	3.94965	3.22755	3.30125	3.05825	3.10415	3.34125	2.99465
MTHFD2L	-0.348754545	-0.379954545	-0.230354545	-0.533754545	-0.277754545	-0.396054545	-0.081754545	0.067245455	-0.327254545	-0.310154545	0.129045455	-0.137954545	-0.196354545	-0.088754545	-0.136954545	-0.632354545	-0.512854545	-0.019454545	-0.256954545	-0.829154545	-0.410654545	-0.086854545	-0.465554545	-0.174854545	-0.128854545	-0.360354545	-0.081454545
MTHFR	-0.05382069	-0.08102069	-0.04252069	0.51787931	0.08507931	-0.01652069	-0.04692069	0.31397931	-0.06252069	-0.05442069	0.46267931	0.40807931	-0.04682069	0.82947931	-0.04782069	-0.06302069	-0.30272069	-0.07582069	-0.07622069	-0.04432069	0.16737931	-0.08112069	-0.04732069	0.17857931	-0.07042069	-0.06532069	-0.09392069
MTHFS	1.097933333	1.116333333	1.328033333	1.190333333	0.994833333	1.189533333	1.185333333	1.318933333	1.411233333	1.335933333	1.064733333	1.166633333	1.155033333	0.922433333	1.366533333	0.889733333	0.757733333	1.166533333	1.079633333	0.929833333	1.183433333	0.983933333	1.198033333	1.058333333	1.055933333	1.267333333	1.106333333
MTHFSD	0.716907692	0.701707692	0.651007692	0.536807692	0.599307692	0.182307692	0.438407692	0.391207692	0.631107692	0.607707692	0.719907692	0.869207692	0.851607692	0.998207692	0.509907692	0.311807692	0.486307692	0.397107692	0.684707692	0.156607692	0.533607692	0.554707692	0.725007692	0.613607692	0.708207692	0.670307692	0.565007692
MTIF2	1.0444	0.908	0.9595	0.8735	0.7679	0.7318	0.8876	0.9765	0.9026	0.929	0.9011	0.9158	0.8161	0.8737	0.9758	0.7045	0.6625	0.7973	0.7868	0.9196	0.8312	0.9312	0.9948	0.689	0.9699	1.08	0.7701
MTIF3	-0.6519	-0.7253	-0.7636	-0.5708	-0.6719	-0.4746	-0.6271	-0.7218	-0.6354	-0.5665	-0.7246	-0.3907	-0.4994	-0.3458	-0.5414	-0.5739	-0.5182	-0.4876	-0.4429	-0.68	-0.3487	-0.4833	-0.5445	-0.5047	-0.349	-0.6062	-0.7923
MTL5	1.7967875	1.8424875	1.7590875	1.7224875	1.9794875	1.4299875	1.7819875	1.7543875	1.8641875	1.5241875	1.7517875	1.7735875	1.6920875	1.3647875	1.6853875	1.4684875	1.5243875	1.7005875	1.9067875	1.8480875	1.6200875	1.8263875	1.5132875	1.7487875	1.5312875	1.4669875	1.5678875
MTM1	-0.8354	-0.2117	-0.44	-0.1797	-0.6286	-0.8537	-0.4035	-0.6636	-0.2656	-0.4027	-0.8777	-0.3834	-0.4111	-0.2881	-0.2892	-0.4884	-0.5365	-0.4358	-0.5298	-0.1086	-0.4566	-0.4738	-0.6162	-0.5339	-0.4458	-0.3341	-0.5076
MTMR1	-0.2588	-0.2327	-0.1299	-0.0742	-0.2485	-0.127	-0.1412	-0.1895	-0.042	-0.2703	-0.3214	-0.1635	-0.5814	0.1734	-0.0422	-0.1833	-0.1644	-0.1975	-0.1456	-0.2489	-0.1219	-0.3346	-0.0696	-0.1726	-0.2562	-0.2747	-0.1127
MTMR11	-0.1264	-0.0618	-0.0225	0.089	0.0964	0.0925	0.1555	0.1829	0.2551	0.0299	-0.2454	-0.0435	0.1193	0.2984	0.2071	0.2458	0.0518	0.2044	-0.012	0.7994	-0.0405	0.1077	0.1864	-0.0094	0.402	-0.006	0.2342
MTMR12	-0.365715789	-0.534115789	-0.145015789	-0.212515789	-0.401115789	-0.458515789	-0.387615789	-0.056415789	-0.410415789	-0.368315789	-0.615015789	-0.357415789	-0.482515789	-0.401315789	-0.286815789	-0.157015789	-0.211215789	-0.460015789	-0.452515789	0.029784211	-0.219615789	-0.486615789	-0.206115789	-0.547715789	-0.495115789	-0.406415789	-0.359215789
MTMR14	0.988809091	1.008309091	0.949609091	0.933809091	0.915609091	0.874409091	1.016309091	1.096509091	0.885909091	0.879009091	1.058109091	1.017509091	0.895109091	0.962409091	0.926709091	0.976509091	1.032309091	1.014909091	0.944909091	1.073209091	1.039309091	0.995409091	1.062109091	0.921809091	0.911309091	0.977409091	0.990809091
MTMR15	0.0398	-0.3927	-0.3263	-0.1717	-0.5122	0.0388	-0.292	0.078	-0.1694	-0.3597	-0.1953	-0.2464	-0.3242	-0.3469	-0.1101	-0.4259	-0.3591	-0.1379	0.0149	-0.2522	0.0434	-0.2827	-0.071	-0.7075	0.005	-0.3827	-0.0067
MTMR2	-0.173672727	-0.078772727	-0.121472727	-0.043972727	0.014427273	-0.163672727	-0.107472727	0.086727273	0.077027273	-0.069972727	-0.087872727	-0.064972727	-0.357372727	0.039927273	-0.186872727	0.153727273	0.166027273	-0.306372727	-0.208172727	-0.032472727	0.032727273	-0.135772727	0.019227273	-0.215372727	-0.239172727	0.047227273	0.062627273
MTMR3	-0.6322875	-0.5110875	-1.0311875	-0.7823875	-0.9462875	-0.6640875	-0.7486875	-0.8643875	-0.6792875	-1.1019875	-0.7901875	-0.7877875	-0.7140875	-1.0610875	-0.7254875	-0.6977875	-0.7290875	-0.5345875	-0.5090875	-0.8829875	-0.8856875	-0.5572875	-0.9242875	-0.4418875	-0.5220875	-0.8102875	-0.5949875
MTMR4	0.399125	0.156425	0.117125	0.097925	0.472625	-0.008375	0.132225	0.613625	0.888725	0.329925	0.456325	0.197325	0.118725	0.171725	0.050225	0.191125	0.169625	0.122525	0.126625	0.201925	0.119325	-0.207375	0.362825	0.471825	0.004225	-0.098375	0.104725
MTMR6	-0.519338462	-0.800438462	-0.991438462	-0.720038462	-0.979938462	-0.810738462	-1.055238462	-0.807238462	-0.859738462	-0.752338462	-1.558338462	-0.808138462	-0.806438462	-0.141638462	-0.657438462	-0.582338462	-0.578638462	-0.636638462	-0.702738462	-0.536238462	-0.383938462	-0.636838462	-0.686738462	-1.002338462	-0.548638462	-0.525838462	-0.722138462
MTMR7	-1.2563	-1.7831	-1.7529	-1.754	-1.7683	-1.734	-1.7506	-1.7425	-1.7715	-1.7675	-1.7239	-1.777	-1.7658	-1.7569	-1.762	-1.7624	-1.7918	-1.2018	-1.7738	-1.7605	-1.3547	-1.7769	-1.7583	-1.7774	-1.7744	-1.774	-1.7834
MTMR8	-0.491933333	-0.584733333	-0.497933333	-0.579233333	-0.097033333	-0.574533333	-0.250033333	0.565066667	-0.422533333	-0.568933333	-0.439933333	0.001366667	-0.549933333	-0.600133333	-0.424033333	-0.433633333	-0.626033333	-0.236333333	-0.442233333	-0.570933333	-0.074233333	-0.346233333	-0.219133333	0.034866667	-0.601933333	0.286666667	0.062366667
MTMR9	-1.46355	-1.80915	-1.82495	-1.70675	-1.83775	-1.85775	-1.66055	-1.40405	-1.59585	-1.68005	-1.60815	-1.64725	-1.71115	-1.53985	-1.94255	-1.78815	-1.71915	-1.59135	-1.77295	-1.70545	-1.67245	-1.69385	-1.55915	-1.78465	-1.67405	-1.78995	-1.58215
MTNR1A	-0.5419875	-0.5664875	-0.5326875	-0.5321875	-0.5465875	-0.5105875	-0.5327875	-0.5242875	-0.5518875	-0.5463875	-0.5073875	-0.5540875	-0.5420875	-0.5239875	-0.5403875	-0.5420875	-0.5733875	-0.5510875	-0.5587875	-0.5374875	-0.6068875	0.7762125	-0.5374875	-0.4172875	-0.5562875	-0.5545875	-0.5637875
MTNR1B	-0.2912125	-0.2054125	-0.3702125	-0.1845125	0.0298875	-0.1673125	-0.1760125	-0.1682125	-0.1984125	0.0904875	0.1147875	-0.0807125	-0.1985125	-0.2029125	-0.1914125	-0.1903125	-0.2171125	-0.1760125	-0.1945125	-0.1926125	-0.1335125	-0.1735125	-0.1877125	-0.0494125	-0.4812125	-0.2008125	-0.2389125
MTO1	0.4965625	0.5449625	0.6328625	0.5192625	0.4037625	0.3512625	0.4276625	0.4442625	0.1987625	0.4548625	0.3469625	0.4766625	0.4135625	0.5605625	0.4842625	0.1103625	0.2455625	0.4938625	0.5526625	0.4083625	0.4246625	0.5146625	0.5703625	0.3261625	0.4714625	0.5014625	0.3625625
MTP18	1.1688375	1.2670375	1.0983375	1.5139375	0.9929375	1.3149375	0.9931375	1.1088375	1.4275375	0.9635375	0.9546375	1.3833375	1.3214375	1.1287375	1.6158375	1.0008375	0.9493375	1.1876375	1.3744375	1.4674375	1.0719375	1.2588375	0.9646375	1.1633375	1.0424375	1.5069375	1.0635375
MTPN	-0.7348	-0.7876	-0.7285	-0.7959	-0.8465	-0.8089	-0.7356	-0.892	-0.869	-0.8648	-0.8536	-0.8655	-0.5107	-0.9088	-0.5424	-0.6624	-0.7314	-0.799	-0.8902	-1.2272	-0.7922	-0.7465	-0.7965	-0.9116	-0.8565	-0.6559	-0.7313
MTR	1.399575	1.101675	0.735875	1.256975	0.875175	1.233375	1.113075	1.396375	1.140375	1.112075	0.992975	1.110175	1.134575	1.169075	1.046375	0.898275	1.002275	0.922875	1.064875	1.313075	0.981275	1.099475	1.230475	1.029775	0.969475	1.110175	0.903575
MTRF1	1.3454	1.4168	0.9203	1.0431	1.4989	0.9733	1.1156	1.5477	0.9121	1.2915	1.6589	1.2059	0.8274	1.0443	0.8441	1.0597	1.0495	1.258	1.0697	0.732	1.0388	1.0236	0.9523	1.2864	1.119	0.8853	0.8167
MTRF1L	0.7482	0.5933	0.8969	0.8027	0.2839	0.4743	0.9661	1.0402	0.6962	1.2277	0.641	0.5732	0.7696	0.9662	0.8366	0.5922	0.7151	0.6657	0.5597	0.9671	0.6574	0.8633	0.911	0.5115	0.8513	0.8268	0.7879
MTRR	0.7871	0.808	0.8783	0.824	0.753	0.9202	0.845	0.8986	0.8926	0.7833	1.096	0.8269	0.9037	0.9288	0.9408	0.652	0.4882	0.7575	0.7943	0.8523	0.7711	0.9189	0.8129	0.697	0.77	0.9264	0.7604
MTSS1	-0.541745455	-0.714745455	-0.823245455	-1.075945455	-0.608845455	-1.081745455	-1.003745455	-0.722245455	-1.692745455	-0.854545455	-0.514945455	-1.236945455	-2.071245455	-1.806545455	-2.463945455	-0.576145455	-0.456245455	-1.166545455	-0.873445455	-0.971245455	-0.754945455	-1.122045455	-1.052345455	-0.743845455	-0.876945455	-2.162045455	-0.589645455
MTTP	1.4046	2.2831	2.0384	0.5143	1.2682	0.3051	1.3535	0.7787	1.9	1.5843	1.9907	1.2163	1.4239	0.7637	0.9	0.9161	0.9204	0.6897	1.6323	0.2463	0.9449	2.2011	1.1746	2.5625	1.675	1.9874	1.2386
MTUS1	-2.126342857	-1.310142857	-2.611042857	-2.247242857	-1.943542857	-1.320342857	-2.265342857	-0.842642857	-2.548442857	-2.569542857	-1.544042857	-1.390142857	-2.100842857	-2.115742857	-2.703942857	-1.791142857	-1.715542857	-0.998342857	-1.222442857	-1.138842857	-1.456142857	-1.252042857	-2.002142857	-1.491942857	-2.007842857	-2.094842857	-1.883242857
MTX1	1.0895	1.0859	1.4252	1.2242	1.1305	1.1291	1.2063	1.0913	1.0362	1.2694	1.2489	1.1604	1.0732	1.1468	1.1221	1.095	1.0358	1.2674	0.9871	1.1828	0.8498	1.1662	1.079	1.0195	1.3099	1.2538	1.1343
MTX2	-0.3127	-0.5241	-0.3145	-0.5121	-0.5004	-0.3405	-0.3851	-0.0789	-0.4147	-0.4406	-0.3375	-0.4221	-0.4137	-0.4323	-0.2516	-0.4279	-0.4517	-0.4968	-0.484	-0.5017	-0.423	-0.3949	-0.2384	-0.6345	-0.4227	-0.404	-0.4452
MUC1	0.833863636	0.996363636	1.378263636	1.044363636	0.874263636	0.789163636	1.145463636	0.855763636	1.099363636	1.438863636	1.062963636	1.151763636	0.961563636	0.825463636	0.778963636	1.154763636	0.808463636	1.178463636	1.060163636	1.233563636	0.841863636	1.077863636	1.082863636	0.958763636	0.952463636	1.003663636	0.996863636
MUC13	1.370083333	1.267383333	1.378683333	1.322183333	1.355383333	1.365883333	1.384583333	1.391683333	1.359983333	1.358583333	1.411483333	1.205483333	1.239583333	0.631483333	1.363183333	1.321883333	1.183983333	1.399183333	1.374183333	1.358583333	1.020883333	2.407183333	1.366483333	1.182583333	0.935283333	1.356683333	1.232483333
MUC15	0.8582125	0.7559125	0.7003125	1.5171125	2.5138125	0.5018125	2.0660125	0.7527125	0.8542125	1.4305125	0.7442125	1.3909125	0.5969125	0.3813125	2.5088125	0.3734125	0.3949125	0.6791125	0.8035125	1.0364125	1.4436125	0.7475125	0.4508125	1.5357125	0.4584125	0.4931125	1.2146125
MUC16	1.0785	1.4779	1.2093	1.174	1.3503	0.7844	1.1042	1.2091	1.123	0.8696	0.9504	1.2071	1.3828	1.213	0.9378	1.1596	1.4284	1.322	1.3544	1.0915	1.2363	1.0884	1.2044	1.0792	1.1217	0.9819	0.7945
MUC17	-0.066838889	-0.099838889	0.305361111	0.597161111	-0.350038889	-0.016338889	-0.069438889	-0.056838889	0.472661111	0.268161111	0.564061111	-0.230038889	-0.040338889	0.252461111	-0.047838889	1.183361111	-0.098438889	0.324861111	-0.103838889	-0.044338889	0.140561111	0.221161111	0.683861111	0.089061111	0.243261111	-0.045738889	0.089661111
MUC20	0.43075	0.15585	0.03575	-0.04775	0.48635	0.21405	0.15135	-0.12335	0.03665	0.37495	-0.00625	0.41915	0.66575	0.11815	-0.03975	0.24945	0.17765	0.76735	0.67055	-0.12915	0.46975	0.44355	0.43185	0.66305	0.85255	0.09485	0.21965
MUC4	0.0312375	0.4852375	0.1057375	0.0230375	0.2203375	-0.0028625	0.2507375	0.0508375	0.1550375	-0.0479625	0.2141375	-0.0125625	-0.0759625	0.0445375	0.0504375	-0.0128625	-0.1368625	0.7296375	1.4622375	0.3834375	-0.0910625	0.6377375	-0.1360625	0.4527375	0.4202375	-0.0797625	-0.0244625
MUC5B	0.8756	0.7416	0.9836	0.988	1.0504	0.8144	0.7477	1.0893	0.6136	0.9644	1.115	0.7659	0.7632	1.1052	0.7932	1.0619	0.5453	0.6863	0.7284	0.878	0.5272	0.5967	0.7405	0.8038	0.5433	0.6134	0.6044
MUC6	0.0713625	-0.1070375	-0.0330375	0.0532625	0.1790625	-0.2068375	-0.2860375	-0.1468375	-0.1179375	-0.0279375	0.0296625	-0.0731375	-0.0974375	0.1206625	-0.2189375	0.1198625	-0.0989375	-0.1530375	-0.1679375	-0.2163375	-0.2133375	-0.2935375	-0.0792375	-0.1242375	-0.2595375	-0.1607375	-0.2756375
MUC7	-0.069333333	-0.245833333	-0.060233333	-0.069233333	-0.193733333	-0.058233333	-0.055033333	-0.197033333	-0.078233333	-0.395533333	0.137066667	-0.010333333	-0.123433333	-0.108733333	-0.126133333	-0.072133333	-0.380733333	-0.137233333	-0.066833333	-0.270533333	0.210266667	-0.334233333	-0.072033333	0.028866667	-0.219333333	-0.347033333	-0.092933333
